KIT DE CALIPER NACIONALES (AKRON);;;;;;;;;;;
Referencia;Descripcion;Para;Diametro mm ;;;COSTO;CARACAS;ORIENTE;CATEGOTRIA;EQUIVALENCIA;MARCA
7913/MXC023;Piston de Caliper Chevrolet Blazer Trasero (99/01) Pastilla: D729 7596, Chevrolet S10, GMC Jimmy (97/04) Trasero.;;48,1076;49,0982;;0,00;0,00;0,00;PISTONES DE CALIPER IMPORTADOS ;;
7924/P-54;Piston de Caliper, Jeep Grand Cherokee (99/04), Delantero, Pastilla: D945-7846;;47,498;59,436;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
MXC020/7902;Piston de Caliper, Ford Explorer Delantero, (95/05), Pastilla: D652 7532, Hyundai Veracruz (2007), Mazda B2300/2500, Ford Explorer SportTrac;;45,8978;51,181;;6,60;14,67;16,50;PISTONES DE CALIPER IMPORTADOS ;;
MXC024;Piston de Caliper, Chevrolet LUV D-Max Delantero, Pastilla: 7943, Chevrolet / Isuzu Colorado;;45,6;53,8;;7,20;16,00;18,00;PISTONES DE CALIPER IMPORTADOS ;;
MXC025;Piston de Caliper, Chevrolet LUV D-Max Delantero, Pastilla: D1677 8906;;44,2;44,3;;10,00;22,22;25,00;PISTONES DE CALIPER IMPORTADOS ;;
P-51;Piston de Caliper Grand blazer Z71 Trasero, Trail Blazer Delantero, Avalanche Trasero (2001) ;;45;53;;6,00;13,33;15,00;PISTONES DE CALIPER IMPORTADOS ;;
P-63;Piston de Caliper, Chevrolet Express 1500 (09/11), Silverado 1500/2500/3500 (08/11), Tahoe/Avalanche (07/11) Delantero, Suburban 1500 (07/11) Trasero.;;50,8762;52,832;;6,90;15,33;17,25;PISTONES DE CALIPER IMPORTADOS ;;
;;;;;;;;;;;
;;;;;;;;;;;
TORNILLO DE CALIPER IMPORTADO;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
4204;Tornillo De Caliper (101 mm), Malibu / Monte Carlo / Caprice / C-10;1 Rueda;;;;0,80;1,78;2,00;TORNILLOS DE CALIPER IMPORTADOS ;;
4384;Tornillo Ford LTD (79/86), Mustang (84/93), Conquistador (97,028mm);1 Rueda;;;;2,10;4,67;5,25;TORNILLOS DE CALIPER IMPORTADOS ;;
4385;Tornillo/Guia De Caliper Ford Zephyr/Cougar, (79,50 mm);1 Rueda;;;;0,60;1,33;1,50;TORNILLOS DE CALIPER IMPORTADOS ;;
11009K;Kit De Bocinas Ford Laser/Escort, Mazda 323, Protege;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
H5065;Kit de Tornillo, Toyota Célica, Supra, Crown, (86/92),Trasero, Pastilla: D337 7206;;;;;2,00;4,44;5,00;TORNILLOS DE CALIPER IMPORTADOS ;;
H5082;Kit de Tornillos, Chevrolet Lumina (90/94) Trasero, Pastilla: D377 7266;1 Rueda;;;;2,00;4,44;5,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5006;Kit De Tornillos y Tuercas Ford F-350 (68/75), 4 Piezas;1 Rueda;;;;3,30;7,33;8,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5007;Kit de Tornillos De Caliper Ford Series: F-350 D655 7535;1 Rueda;;;;2,10;4,67;5,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5025;Kit deTornillos Volkswagen New Beetle/Golf Delantero, Ford Escort/Escape/Expedition/Focus/Taurus, Delantero. Jeep Grand Cherokee, 99/04 -11/12, Trasero.;1 Rueada;;;;2,40;5,33;6,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5044;Kit de Tornillos y Bocinas Blazer (94/92), C1500 (88/99), C-3500 (88/01), Express 1500 (96/02), Ram T1500 ;1 Rueda;;;;4,70;10,44;11,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5045;Kit de Tornillos y Bocinas  Ford Bronco 4 piezas, F-150, Comanche, Neon, Grand Cherokee (93/98), Tresero;1 Rueda;;;;2,50;5,56;6,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5050K;Kit De Guías Ford Laser/Escort, Mazda 323, Protege;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5067;Kit De Tornillos/Bocinas Ford F-150 D702 7576, Ford  E250/350, Dodge Ram T2500 D655 7535;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5068;Kit De Tornillos y Guìas, Chevrolet Silverado Trasero, (99/06), Avalanche/Tahoe/Impala Trasero.;1 Rueda;;;;4,40;9,78;11,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5069;Kit de Tornillos y Guías, Chevrolet Blazer (97/05), Trasero, Pastilla: D729 7596;1 Rueda;;;;4,80;10,67;12,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5904;Kit de Tornillos Ford F-150, Pastillas: D676 7558, Explorer, Ranger, Mazda B2300, 4 piezas;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5907;Kit Tornillos, Eddie Bauer, F-350 Super Duty, Grand Cherokee 4 piezas.;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5909;Kit De Guìas Silverado (99/07), D785 7653, Express 1500/2500/3500, Tahoe, Avalanche;1 Rueda;;;;5,40;12,00;13,50;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5910;Kit De Guías Chevrolet Blazer, S10, Delantero, (79/05), GMC Jimmy;1 Rueda;;;;5,70;12,67;14,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5916;Kit De Guìas/Tornillos De Càliper, Jeep Liberty (02/07), D856 7732;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5917;Kit De Guìas/Tornillos De Càliper, Chevrolet Silverado 1500/Tahoe, Trasero, Trail Blazer Delantero.;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5918;Kit De Guìas/Tornillos De Càliper, Dodge Dakota (03/04), Explorer (02/05), Ranger (03/11);1 Rueda;;;;9,60;21,33;24,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5920;Kit de Tornillo, Ford Series: Escape (07/12), Expedition (03/09), Jeep Grand Cherokee (11/18);1 Rueda;;;;3,50;7,78;8,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5922;Kit de Tornillos, Chevrolet Series: Avalanche, Tahoe, Express 1500, Trasero, Toyota Series: Highlander (08//12) Trasero.;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5924;Kit de Tornillos y Bocinas de Caliper, Ford F-150 (04/11), Trasero, Dodge Dakota (03/04), Trasero.;1 Rueda;;;;8,40;18,67;21,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5932;Kit de Tornillos y Guias de Caliper, Chevrolet TrailBlazer (06/09), Delantero, Ford F-150 (04/09), Delantero;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5936;Kit de Tornillos, Jeep Series: Grand Cherokee (2005), Commander (06/10), Pastilla: D1080 7985;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5939;Kit de Tornillos y Guias, Chevrolet Series: TrailBlazer (02/09), P.D883 7760, Honda Civic (03/15), Trasero.Daewoo Matiz Corto;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5940;Kit de Tornillos Guias de Caliper, Chevrolet Series: Avalanche, Tahoe, Express 1500, Silverado, Pastilla: D1092 7997;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5943;Kit de Guias de Caliper, Mitsubishi Series: Outlander (05/12), Lancer (04/13) Pastilla: D1037 7940, Dodge Series: Caliber, Sebring, Jeep Compass Trasero.;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5945;Kit de Tornillos/Guias de Caliper, Jeep Series: Liberty (08/12), Wrangler (07/09), Trasero, Ford Explorer (11/14), Trasero. ;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5945K;Kit de Tornillos/Guias de Caliper, Jeep Series: Liberty (08/12), Wrangler (07/09), Trasero, Ford Explorer (11/14) Trasero. ;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5946;Kit de Tornillos, Jeep Series: Liberty (08/12), Pastilla: D1273 8389, Delantero.;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5953;Kit de Tornillos, Ford Series : F-350 Super Duty (13/17), Delantero/Trasero,  Pastillas: D1680 8909/D1691 8918;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5958;Kit de Tornillos/Guias de Caliper, Chevrolet Series: Cruze Trasero, (11/16);1 Rueda;;;;10,00;22,22;25,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC5961;Kit De Tornillos Guias, Delantero/Trasero, Chevrolet Series: Cheyenne 3500, Pastilla: D1411 8523;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14040;Kit de Tornillos Suzuki Grand Vitara, 4 piezas, Mitsubishi Lancer (02/06);2 Rueda;;;;3,60;8,00;9,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14044;Kits De Guías Traseras, Toyota Series: 4Runner 803/21), Tundra, Sequoia, Land Cruiser, FJ Cruiser;1 Rueda;;;;14,40;32,00;36,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14045;Kit Tornillos de Cáliper Nissan Sentra D510 7489 ,Suzuki Swift (95/01);1 Rueda;;;;7,80;17,33;19,50;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14052;Kit de Tornillos, Hyundai: Accent, Elantra, Santa Fe, Sonata, Kia Optima;1 Rueda;;;;5,70;12,67;14,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14055;Kit De Tornillos/Pasadores Ruedas Delanteras/Traseras Toyota Explosion ;1 Rueda;;;;6,00;13,33;15,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14054;Kit de Tornillos y Bocinas, Toyota Series Corolla/Starlet  Past. D242 7153;1 Rueda;;;;3,30;7,33;8,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14060K;Kit de Tornillos Mitsubishi Series: Galant/Montero 88/96 Past. D349 7241;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14061K;Kit De Tornillos/Guías Isuzu Series:Amigo,Rodeo,Caribe Trooper (89/95),Honda Passport (94/95);1Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14083;Kit De Pasadores Ford Festiva (88/93);2 Rueda;;;;3,30;7,33;8,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14119K;Kit de Pasadores, Mitsubishi Series: Lancer (04/06), PD866 7741, Oulander, Galant, Honda Civic (96/21), Toyota Highlander, Camry, Avalon, Ford Fiesta T.;1 Rueda;;;;7,00;15,56;17,50;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14139K;Kit de Tornillos, Mitsubishi Series: Montero (01/06), Pastilla: D867 7742;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14145K;Kit de Tornillos, Huyndai Series: Tucson, Santa Fé, Sonata, Kia Sorento Trasero.;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14155;Kit Tornillos De Cáliper, Dodge Caliber, Sebring, Jeep Compass/Patriot (07/11), Mitsubishi Lancer (07/11), Delantero. Montero (05/06), Mazda 6, Trasero.;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14156k;Kit de Tornillos/Guías Mitsubishi Series: Montero Sport (97/04) P D733 7602,Toyota Rav4 (04/05),Kia Sephia,Spectra;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14157K;Kit de Guias, Kia Series: Rio, Spectra (03/05), Pastilla: D889 7767;1 Rueda;;;;8,50;18,89;21,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14161;Kit de Tornillos/Guias, Chevrolet Optra Trasero, D1315 7939;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14168;Kit de Tornillos, Luv D-Max, Chevrolet Colorado Pastilla: D1039-7943;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14177;Kit de Tornillos/Guias, Toyota Series: Venza (99/16), P.D1401 8509, Nissan Titán, Armada;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14184;Kit de Tornillos y Guias, Ford Fusion, Mazda Series: Miata, Mazda 6;1 Rueda;;;;10,10;22,44;25,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14404;Kit De Tornillos/Guías Mitsubishi Mirage (91/00), Lancer, Pastilla: 7417 D535;1 Rueda;;;;4,50;10,00;11,25;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14405;Kit De Guias De Caliper Mitsubishi Montero (92/00), P.7412, Mirage, Galant (91/92), Lancer (09/11), Ford Explorer, (13/19) P.8824;1 Rueda;;;;4,80;10,67;12,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14406;Kit De Tornillos/Guías, Mitsubishi Series: Galant (91/92), Mirage (99/02), Delantero, P.D484 7365 Mazda RX-7 (93/95), Trasero ;1 Rueda;;;;7,20;16,00;18,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14408K;Kit de Tornillos/Guias, Toyota Series: Camry (92/01), Celica (94/05), Sienna (98/03), Delantero.;1 Rueda;;;;9,60;21,33;24,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14414K;Kit De Guías De Caliper, Mitsubishi Galant (94/11), P.D383 7272, Trasero, Suzuki Grand Vitara (09/12), Trasero, Chrysler Sebring Trasero.;1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14415;Kit de Tornillos/Guias, Mitsubishi Montero (00/92), Trasero, Mirage (91/92), Delantero, Caribe (92/02) Trasero;1 Rueda;;;;12,00;26,67;30,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14418;Kit de Tornillos/Guías de Cáliper, Suzuki Grand Vitara P.8307, Toyota Land Cruiser Trasero. D773 7640;1 Rueda;;;;8,40;18,67;21,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14421K;Kit de Tornillos/Guias de Caliper, Ford Focus Traseros (00/07).;1 Rueda;;;;9,60;21,33;24,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14423K;Kit de Tornillos/Guias de Caliper, Honda series:Odyssey,CR-V;1 Rueda;;;;10,00;22,22;25,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14428;Kit de Tornillos/Guias, Ford Focus, Chevrolet Captiva, Hyundai Tucson, Accent, Santa Fe, Kia Rio;1 Rueda;;;;3,00;6,67;7,50;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14433K;Kit de Tornillos/Guias, Toyota Series: IA año (2017) Pastilla: D1852 9081, Ford Fiesta (11/19) D;1 Rueda;;;;10,00;22,22;25,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14437;Kit de Tornillos y Guías de Cáliper, Toyota Series: Yaris (06/18), Corolla (19/22), Pastilla: D2176 9421, Sienna (11/20), Rav4 (06/20), Toyota Highlander (08/19) Delantero.;1 Rueda;;;;3,60;8,00;9,00;TORNILLOS DE CALIPER IMPORTADOS ;;
TC14467;Kit de Tornillos/Guias de Caliper, Chevrolet Series: Cruze Delantero, (11/15);1 Rueda;;;;7,50;16,67;18,75;TORNILLOS DE CALIPER IMPORTADOS ;;
TC15081;Kit de Tornillos, Aveo/Optra/Grand Vitara 07/Sentra/Civic (90/95) Delantero, Civic (00/92), Trasero.;1 Rueda;;;;4,20;9,33;10,50;TORNILLOS DE CALIPER IMPORTADOS ;;
;;;;;;;;;;;
;;;;;;;;;;;
TORNILLO DE CALIPER NACIONALES;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
TC0002;"Tornillo de Caliper, Chevrolet Corto (4692), (7/16"" x 4)";1 unidad;;;;2,00;4,44;5,00;TORNILOOS DE CALIPER NACIONAL;;
TC0003;"Tornillo de Caliper, Ford Fairmont/Zephyr Corto, (7/16"" x 2-3/4)";1 unidad;;;;1,65;3,67;4,13;TORNILOOS DE CALIPER NACIONAL;;
TC0005;Tornillo de Caliper, Dodge Largo;1 unidad;;;;5,30;11,78;13,25;TORNILOOS DE CALIPER NACIONAL;;
TC0006;Tornillo de Caliper, Dodge Corto;1 unidad;;;;5,00;11,11;12,50;TORNILOOS DE CALIPER NACIONAL;;
TC0007;Tornillo de Caliper, Ford LTD (79/86), Mustang (84/93), Conquistador, Grand Marquis;1 unidad;;;;4,50;10,00;11,25;TORNILOOS DE CALIPER NACIONAL;;
TC0008;Tornillo de Caliper, Buick Century (Todos);1 unidad;;;;3,20;7,11;8,00;TORNILOOS DE CALIPER NACIONAL;;
TC0009;"Tornillo de Caliper, Mercury Cougar (83/88), Ford Mustang (84/93), Fairmont/Zephyr (1983), 100mm.(7/16"")   ";1 unidad;;;;3,10;6,89;7,75;TORNILOOS DE CALIPER NACIONAL;;
TC0010;"Tornillo de Caliper, Ford F-350 (76/85) Cònica (3/4"")";1 unidad;;;;2,20;4,89;5,50;TORNILOOS DE CALIPER NACIONAL;;
TC0011;"Tornillo de Caliper, Ford (1/2"") Hexagonal";1 unidad;;;;1,50;3,33;3,75;TORNILOOS DE CALIPER NACIONAL;;
TC0012;"Tornillo de Caliper, Ford (3/4"" x 5/16"")";1 unidad;;;;1,50;3,33;3,75;TORNILOOS DE CALIPER NACIONAL;;
TC0014;"Tornillo de Caliper, Jeep Series CJ-7 (1/2"" x 60mm)";1 unidad;;;;1,60;3,56;4,00;TORNILOOS DE CALIPER NACIONAL;;
TC0015;Tornillo de Caliper, Ford Sierra (12 x 10 mm), (4691);1 unidad;;;;1,20;2,67;3,00;TORNILOOS DE CALIPER NACIONAL;;
TC0016;Tornillo de Caliper, Chevrolet: Chevette, Celebrity, Century, (5020)       ;1 unidad;;;;3,10;6,89;7,75;TORNILOOS DE CALIPER NACIONAL;;
TC0017;Tornillo de Caliper, Jeep Cherokee;1 unidad;;;;1,20;2,67;3,00;TORNILOOS DE CALIPER NACIONAL;;
TC0018;"Tornillo de Caliper, Chevrolet Cheyenne 3500, Dodge Ram 2500/3500, (5/8"" x 80mm), (6052)";1 unidad;;;;7,00;15,56;17,50;TORNILOOS DE CALIPER NACIONAL;;
TC0019;"Tornillo de Caliper, Buick Century (87/94), (5/8"" x 54mm)";1 unidad;;;;5,50;12,22;13,75;TORNILOOS DE CALIPER NACIONAL;;
TC0020;Kit De Tornillos, Daewoo Cielo/Racer, Corsa Rosca Grande, 53mm.(12 x 1,5);2 Piezas.;;;;5,00;11,11;12,50;TORNILOOS DE CALIPER NACIONAL;;
TC0021;Tornillo de Caliper, Chevrolet Blazer Con Cupilla;1 unidad;;;;4,50;10,00;11,25;TORNILOOS DE CALIPER NACIONAL;;
TC0022;Tornillo de Caliper, Mazda / Ford Laser (4650);1 unidad;;;;6,80;15,11;17,00;TORNILOOS DE CALIPER NACIONAL;;
TC0023;Tornillo de Caliper, Mazda / Ford Laser (4651-A);1 unidad;;;;5,50;12,22;13,75;TORNILOOS DE CALIPER NACIONAL;;
TC0025;Tornillo de Caliper Toyota Corolla Corto (10 x 1) 67mm. Con Bocina;1 unidad;;;;5,20;11,56;13,00;TORNILOOS DE CALIPER NACIONAL;;
TC0026; Tornillo de Caliper, Chevrolet Grand Blazer, Cheyenne 1500 (14 x 1,5)          ;1 unidad;;;;7,60;16,89;19,00;TORNILOOS DE CALIPER NACIONAL;;
TC0027;    Tornillo de Caliper, Chevrolet Grand Blazer, Cheyenne 1500 (16 x 1,5)         ;1 unidad;;;;8,40;18,67;21,00;TORNILOOS DE CALIPER NACIONAL;;
TC0032;"                                               Tornillo de Caliper, Chevrolet Cavalier Año (90/98),  (5/8"" x 64)                                                                ";1 unidad;;;;5,00;11,11;12,50;TORNILOOS DE CALIPER NACIONAL;;
TC0033;Tornillo de Caliper, Toyota Autana,(Tornillo Pasante) 80mm.(14 x 1,25);1 unidad;;;;6,00;13,33;15,00;TORNILOOS DE CALIPER NACIONAL;;
TC0034;Tornillo de Caliper, Daewoo Lanos/Matiz Largo, (Tornillo Pasante);1 unidad;;;;5,00;11,11;12,50;TORNILOOS DE CALIPER NACIONAL;;
TC0035;Tornillo de Caliper, Dawoo Màtiz Corto (Tornillo Pasante);1 unidad;;;;4,20;9,33;10,50;TORNILOOS DE CALIPER NACIONAL;;
TC0036;Tornillo de Caliper, Chevrolet Corsa, Tornillo Pasante (6056);1 unidad;;;;4,10;9,11;10,25;TORNILOOS DE CALIPER NACIONAL;;
TC0037;"Tornillo de Caliper, Chevrolet Corsa, P.7563, Tornillo Pasante, (1"" x 70mm. R/8-1,25)";1 unidad;;;;7,50;16,67;18,75;TORNILOOS DE CALIPER NACIONAL;;
TC0038;"Tornillo de Caliper, Hexagonal, (3/4"" x 87mm x 12 x 1,25), (Tornillo Pasante)";1 unidad;;;;6,00;13,33;15,00;TORNILOOS DE CALIPER NACIONAL;;
TC0039;"Tornillo de Caliper, Toyota Yaris P 8301, (13/16"" x 70 x 8 x 1)";1 unidad;;;;5,20;11,56;13,00;TORNILOOS DE CALIPER NACIONAL;;
TC0040;"Tornillo de Caliper, Toyota Yaris P 8301, (13/16"" x 72 x 8 x 1)";1 unidad;;;;5,20;11,56;13,00;TORNILOOS DE CALIPER NACIONAL;;
TC0041;Tornillo de Caliper, Hexagonal, (13/16 x 72,5 x 8 x 1), 17mm. Sin Fresado (Tornillo Pasante);1 unidad;;;;5,20;11,56;13,00;TORNILOOS DE CALIPER NACIONAL;;
TC0042;"Bocina Pasador Grand Cherokee (11/15) Rosca M10, (1-1/16"" x 83,5)";1 unidad;;;;11,50;25,56;28,75;TORNILOOS DE CALIPER NACIONAL;;
;;;;;;;;;;;
;;;;;;;;;;;
PULSADORES DE BANDA;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
35524;Pulsador de Cilindro Universal;;;;;0,60;1,33;1,50;PULSADORES DE BANDA ;;
71861;"Pulsador Para Malibu 9 1/2""";;;;;0,50;1,11;1,25;PULSADORES DE BANDA ;;
71862;"Pulsador Para Malibu y C-10, 11""";;;;;0,50;1,11;1,25;PULSADORES DE BANDA ;;
88559;Pulsador Para Ford F-350;;;;;0,60;1,33;1,50;PULSADORES DE BANDA ;;
